PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,methods_used,methods_name
32998878,Exploring prognostic indicators in the pathological images of hepatocellular carcinoma based on deep learning,"Shi JY, Wang X, Ding GY, Dong Z, Han J, Guan Z, Ma LJ, Zheng Y, Zhang L, Yu GZ, Wang XY, Ding ZB, Ke AW, Yang H, Wang L, Ai L, Cao Y, Zhou J, Fan J, Liu X, Gao Q.",Gut. 2021 May;70(5):951-961. doi: 10.1136/gutjnl-2020-320930. Epub 2020 Sep 30.,Shi JY,Gut,2021,2020/10/01,,,10.1136/gutjnl-2020-320930,"OBJECTIVE: Tumour pathology contains rich information, including tissue structure and cell morphology, that reflects disease progression and patient survival. However, phenotypic information is subtle and complex, making the discovery of prognostic indicators from pathological images challenging.
DESIGN: An interpretable, weakly supervised deep learning framework incorporating prior knowledge was proposed to analyse hepatocellular carcinoma (HCC) and explore new prognostic phenotypes on pathological whole-slide images (WSIs) from the Zhongshan cohort of 1125 HCC patients (2451 WSIs) and TCGA cohort of 320 HCC patients (320 WSIs). A 'tumour risk score (TRS)' was established to evaluate patient outcomes, and then risk activation mapping (RAM) was applied to visualise the pathological phenotypes of TRS. The multi-omics data of The Cancer Genome Atlas(TCGA) HCC were used to assess the potential pathogenesis underlying TRS.
RESULTS: Survival analysis revealed that TRS was an independent prognosticator in both the Zhongshan cohort (p&lt;0.0001) and TCGA cohort (p=0.0003). The predictive ability of TRS was superior to and independent of clinical staging systems, and TRS could evenly stratify patients into up to five groups with significantly different prognoses. Notably, sinusoidal capillarisation, prominent nucleoli and karyotheca, the nucleus/cytoplasm ratio and infiltrating inflammatory cells were identified as the main underlying features of TRS. The multi-omics data of TCGA HCC hint at the relevance of TRS to tumour immune infiltration and genetic alterations such as the FAT3 and RYR2 mutations.
CONCLUSION: Our deep learning framework is an effective and labour-saving method for decoding pathological images, providing a valuable means for HCC risk stratification and precise patient treatment.",other,"['deep learning', 'visual']"
32956069,Deep Learning With Electronic Health Records for Short-Term Fracture Risk Identification: Crystal Bone Algorithm Development and Validation,"Almog YA, Rai A, Zhang P, Moulaison A, Powell R, Mishra A, Weinberg K, Hamilton C, Oates M, McCloskey E, Cummings SR.",J Med Internet Res. 2020 Oct 16;22(10):e22550. doi: 10.2196/22550.,Almog YA,J Med Internet Res,2020,2020/09/21,PMC7600029,,10.2196/22550,"BACKGROUND: Fractures as a result of osteoporosis and low bone mass are common and give rise to significant clinical, personal, and economic burden. Even after a fracture occurs, high fracture risk remains widely underdiagnosed and undertreated. Common fracture risk assessment tools utilize a subset of clinical risk factors for prediction, and often require manual data entry. Furthermore, these tools predict risk over the long term and do not explicitly provide short-term risk estimates necessary to identify patients likely to experience a fracture in the next 1-2 years.
OBJECTIVE: The goal of this study was to develop and evaluate an algorithm for the identification of patients at risk of fracture in a subsequent 1- to 2-year period. In order to address the aforementioned limitations of current prediction tools, this approach focused on a short-term timeframe, automated data entry, and the use of longitudinal data to inform the predictions.
METHODS: Using retrospective electronic health record data from over 1,000,000 patients, we developed Crystal Bone, an algorithm that applies machine learning techniques from natural language processing to the temporal nature of patient histories to generate short-term fracture risk predictions. Similar to how language models predict the next word in a given sentence or the topic of a document, Crystal Bone predicts whether a patient's future trajectory might contain a fracture event, or whether the signature of the patient's journey is similar to that of a typical future fracture patient. A holdout set with 192,590 patients was used to validate accuracy. Experimental baseline models and human-level performance were used for comparison.
RESULTS: The model accurately predicted 1- to 2-year fracture risk for patients aged over 50 years (area under the receiver operating characteristics curve [AUROC] 0.81). These algorithms outperformed the experimental baselines (AUROC 0.67) and showed meaningful improvements when compared to retrospective approximation of human-level performance by correctly identifying 9649 of 13,765 (70%) at-risk patients who did not receive any preventative bone-health-related medical interventions from their physicians.
CONCLUSIONS: These findings indicate that it is possible to use a patient's unique medical history as it changes over time to predict the risk of short-term fracture. Validating and applying such a tool within the health care system could enable automated and widespread prediction of this risk and may help with identification of patients at very high risk of fracture.",other,"['language processing', 'natural language processing', 'language processing', 'natural language processing']"
30905742,Diagnosing osteoarthritis from T(2) maps using deep learning: an analysis of the entire Osteoarthritis Initiative baseline cohort,"Pedoia V, Lee J, Norman B, Link TM, Majumdar S.",Osteoarthritis Cartilage. 2019 Jul;27(7):1002-1010. doi: 10.1016/j.joca.2019.02.800. Epub 2019 Mar 21.,Pedoia V,Osteoarthritis Cartilage,2019,2019/03/26,PMC6579664,NIHMS1525123,10.1016/j.joca.2019.02.800,"OBJECTIVE: We aim to study to what extent conventional and deep-learning-based T<sub>2</sub> relaxometry patterns are able to distinguish between knees with and without radiographic osteoarthritis (OA).
METHODS: T<sub>2</sub> relaxation time maps were analyzed for 4,384 subjects from the baseline Osteoarthritis Initiative (OAI) Dataset. Voxel Based Relaxometry (VBR) was used for automatic quantification and voxel-based analysis of the differences in T<sub>2</sub> between subjects with and without radiographic OA. A Densely Connected Convolutional Neural Network (DenseNet) was trained to diagnose OA from T<sub>2</sub> data. For comparison, more classical feature extraction techniques and shallow classifiers were used to benchmark the performance of our algorithm's results. Deep and shallow models were evaluated with and without the inclusion of risk factors. Sensitivity and Specificity values and McNemar test were used to compare the performance of the different classifiers.
RESULTS: The best shallow model was obtained when the first ten Principal Components, demographics and pain score were included as features (AUCÂ =Â 77.77%, SensitivityÂ =Â 67.01%, SpecificityÂ =Â 71.79%). In comparison, DenseNet trained on raw T<sub>2</sub> data obtained AUCÂ =Â 83.44%, SensitivityÂ =Â 76.99%, SpecificityÂ =Â 77.94%. McNemar test on two misclassified proportions form the shallow and deep model showed that the boost in performance was statistically significant (McNemar's chi-squaredÂ =Â 10.33, degree of freedom (DF)Â =Â 1, P-valueÂ =Â 0.0013).
CONCLUSION: In this study, we presented a Magnetic Resonance Imaging (MRI)-based data-driven platform using T<sub>2</sub> measurements to characterize radiographic OA. Our results showed that feature learning from T<sub>2</sub> maps has potential in uncovering information that can potentially better diagnose OA than simple averages or linear patterns decomposition.",other,['deep learning']
30390514,3D regression neural network for the quantification of enlarged perivascular spaces in brain MRI,"Dubost F, Adams H, Bortsova G, Ikram MA, Niessen W, Vernooij M, de Bruijne M.",Med Image Anal. 2019 Jan;51:89-100. doi: 10.1016/j.media.2018.10.008. Epub 2018 Oct 26.,Dubost F,Med Image Anal,2019,2018/11/04,,,10.1016/j.media.2018.10.008,"Enlarged perivascular spaces (EPVS) in the brain are an emerging imaging marker for cerebral small vessel disease, and have been shown to be related to increased risk of various neurological diseases, including stroke and dementia. Automated quantification of EPVS would greatly help to advance research into its etiology and its potential as a risk indicator of disease. We propose a convolutional network regression method to quantify the extent of EPVS in the basal ganglia from 3D brain MRI. We first segment the basal ganglia and subsequently apply a 3D convolutional regression network designed for small object detection within this region of interest. The network takes an image as input, and outputs a quantification score of EPVS. The network has significantly more convolution operations than pooling ones and no final activation, allowing it to span the space of real numbers. We validated our approach using a dataset of 2000 brain MRI scans scored visually. Experiments with varying sizes of training and test sets showed that a good performance can be achieved with a training set of only 200 scans. With a training set of 1000 scans, the intraclass correlation coefficient (ICC) between our scoring method and the expert's visual score was 0.74. Our method outperforms by a large margin - more than 0.10 - four more conventional automated approaches based on intensities, scale-invariant feature transform, and random forest. We show that the network learns the structures of interest and investigate the influence of hyper-parameters on the performance. We also evaluate the reproducibility of our network using a set of 60 subjects scanned twice (scan-rescan reproducibility). On this set our network achieves an ICC of 0.93, while the intrarater agreement reaches 0.80. Furthermore, the automated EPVS scoring correlates similarly to age as visual scoring.",other,"['visual', 'neural network']"
39378414,Evaluating the positive predictive value of code-based identification of cirrhosis and its complications utilizing GPT-4,"Far A, Bastani A, Lee A, Gologorskaya O, Huang CY, Pletcher MJ, Lai JC, Ge J.",Hepatology. 2024 Oct 8. doi: 10.1097/HEP.0000000000001115. Online ahead of print.,Far A,Hepatology,2024,2024/10/08,,,10.1097/HEP.0000000000001115,"BACKGROUND: Diagnosis code classification is a common method for cohort identification in cirrhosis research, but it is often inaccurate and augmented by labor-intensive chart review. Natural language processing (NLP) using large language models (LLMs) is a potentially more accurate method. To assess LLMs' potential for cirrhosis cohort identification, we compared code-based versus LLM-based classification with chart review as a ""gold standard.""
METHODS: We extracted and conducted a limited chart review of 3,788 discharge summaries of cirrhosis admissions. We engineered zero-shot prompts using Generative Pre-trained Transformer (GPT)-4 to determine whether cirrhosis and its complications were active hospitalization problems. We calculated positive predictive values (PPVs) of LLM-based classification versus limited chart review, and PPVs of code-based versus LLM-based classification as a ""silver standard"" in all 3,788 summaries.
RESULTS: Versus gold standard chart review, code-based classification achieved PPVs of 82.2% for identifying cirrhosis, 41.7% hepatic encephalopathy, 72.8% ascites, 59.8% gastrointestinal bleeding, and 48.8% spontaneous bacterial peritonitis. Compared to chart review, GPT-4 achieved 87.8-98.8% accuracies for identifying cirrhosis and its complications. Using LLM as a silver standard, code-based classification achieved PPVs of 79.8% for identifying cirrhosis, 53.9% hepatic encephalopathy, 55.3% ascites, 67.6% gastrointestinal bleeding, and 65.5% spontaneous bacterial peritonitis.
CONCLUSIONS: LLM-based classification was highly accurate versus manual chart review in identifying cirrhosis and its complications - this allowed us to assess the performance of code-based classification at scale using LLMs as a silver standard. These results suggest LLMs could augment or replace code-based cohort classification and raise questions regarding the necessity of chart review.",other,"['language processing', 'language processing']"
38452323,Promise and Perils of Large Language Models for Cancer Survivorship and Supportive Care,"Bitterman DS, Downing A, MauÃ©s J, Lustberg M.",J Clin Oncol. 2024 May 10;42(14):1607-1611. doi: 10.1200/JCO.23.02439. Epub 2024 Mar 7.,Bitterman DS,J Clin Oncol,2024,2024/03/07,PMC11095890,,10.1200/JCO.23.02439,A call to action to bring stakeholders together to plan for the future of LLM-enhanced cancer survivorship.,other,[]
38451962,Development of a liver disease-specific large language model chat interface using retrieval-augmented generation,"Ge J, Sun S, Owens J, Galvez V, Gologorskaya O, Lai JC, Pletcher MJ, Lai K.",Hepatology. 2024 Nov 1;80(5):1158-1168. doi: 10.1097/HEP.0000000000000834. Epub 2024 Mar 7.,Ge J,Hepatology,2024,2024/03/07,,,10.1097/HEP.0000000000000834,"BACKGROUND AND AIMS: Large language models (LLMs) have significant capabilities in clinical information processing tasks. Commercially available LLMs, however, are not optimized for clinical uses and are prone to generating hallucinatory information. Retrieval-augmented generation (RAG) is an enterprise architecture that allows the embedding of customized data into LLMs. This approach ""specializes"" the LLMs and is thought to reduce hallucinations.
APPROACH AND RESULTS: We developed ""LiVersa,"" a liver disease-specific LLM, by using our institution's protected health information-complaint text embedding and LLM platform, ""Versa."" We conducted RAG on 30 publicly available American Association for the Study of Liver Diseases guidance documents to be incorporated into LiVersa. We evaluated LiVersa's performance by conducting 2 rounds of testing. First, we compared LiVersa's outputs versus those of trainees from a previously published knowledge assessment. LiVersa answered all 10 questions correctly. Second, we asked 15 hepatologists to evaluate the outputs of 10 hepatology topic questions generated by LiVersa, OpenAI's ChatGPT 4, and Meta's Large Language Model Meta AI 2. LiVersa's outputs were more accurate but were rated less comprehensive and safe compared to those of ChatGPT 4.
RESULTS: We evaluated LiVersa's performance by conducting 2 rounds of testing. First, we compared LiVersa's outputs versus those of trainees from a previously published knowledge assessment. LiVersa answered all 10 questions correctly. Second, we asked 15 hepatologists to evaluate the outputs of 10 hepatology topic questions generated by LiVersa, OpenAI's ChatGPT 4, and Meta's Large Language Model Meta AI 2. LiVersa's outputs were more accurate but were rated less comprehensive and safe compared to those of ChatGPT 4.
CONCLUSIONS: In this demonstration, we built disease-specific and protected health information-compliant LLMs using RAG. While LiVersa demonstrated higher accuracy in answering questions related to hepatology, there were some deficiencies due to limitations set by the number of documents used for RAG. LiVersa will likely require further refinement before potential live deployment. The LiVersa prototype, however, is a proof of concept for utilizing RAG to customize LLMs for clinical use cases.",other,[]
34551157,Angiotensin-Converting Enzyme 2 (SARS-CoV-2 receptor) expression in human skeletal muscle,"Perez-Valera M, Martinez-Canton M, Gallego-Selles A, GalvÃ¡n-Alvarez V, Gelabert-Rebato M, Morales-Alamo D, Santana A, Martin-Rodriguez S, Ponce-Gonzalez JG, Larsen S, Losa-Reyna J, Perez-Suarez I, Dorado C, Curtelin D, Gonzalez-Henriquez JJ, Boushel R, Hallen J, de Pablos Velasco P, Freixinet-Gilart J, Holmberg HC, Helge JW, Martin-Rincon M, Calbet JAL.",Scand J Med Sci Sports. 2021 Dec;31(12):2249-2258. doi: 10.1111/sms.14061. Epub 2021 Oct 4.,Perez-Valera M,Scand J Med Sci Sports,2021,2021/09/22,PMC8662278,,10.1111/sms.14061,"The study aimed to determine the levels of skeletal muscle angiotensin-converting enzyme 2 (ACE2, the SARS-CoV-2 receptor) protein expression in men and women and assess whether ACE2 expression in skeletal muscle is associated with cardiorespiratory fitness and adiposity. The level of ACE2 in vastus lateralis muscle biopsies collected in previous studies from 170Â men (age: 19-65Â years, weight: 56-137Â kg, BMI: 23-44) and 69 women (age: 18-55Â years, weight: 41-126Â kg, BMI: 22-39) was analyzed in duplicate by western blot. VO<sub>2</sub> max was determined by ergospirometry and body composition by DXA. ACE2 protein expression was 1.8-fold higher in women than men (pÂ =Â 0.001, nÂ =Â 239). This sex difference disappeared after accounting for the percentage of body fat (fat %), VO<sub>2</sub> max per kg of legs lean mass (VO<sub>2</sub> max-LLM) and age (pÂ =Â 0.47). Multiple regression analysis showed that the fat % (Î²Â =Â 0.47) is the main predictor of the variability in ACE2 protein expression in skeletal muscle, explaining 5.2% of the variance. VO<sub>2</sub> max-LLM had also predictive value (Î²Â =Â 0.09). There was a significant fat % by VO<sub>2</sub> max-LLM interaction, such that for subjects with low fat %, VO<sub>2</sub> max-LLM was positively associated with ACE2 expression while as fat % increased the slope of the positive association between VO<sub>2</sub> max-LLM and ACE2 was reduced. In conclusion, women express higher amounts of ACE2 in their skeletal muscles than men. This sexual dimorphism is mainly explained by sex differences in fat % and cardiorespiratory fitness. The percentage of body fat is the main predictor of the variability in ACE2 protein expression in human skeletal muscle.",other,['bert']
39401130,Case Identification of Depression in Inpatient Electronic Medical Records: Scoping Review,"Grothman A, Ma WJ, Tickner KG, Martin EA, Southern DA, Quan H.",JMIR Med Inform. 2024 Oct 14;12:e49781. doi: 10.2196/49781.,Grothman A,JMIR Med Inform,2024,2024/10/14,PMC11493107,,10.2196/49781,"BACKGROUND: Electronic medical records (EMRs) contain large amounts of detailed clinical information. Using medical record review to identify conditions within large quantities of EMRs can be time-consuming and inefficient. EMR-based phenotyping using machine learning and natural language processing algorithms is a continually developing area of study that holds potential for numerous mental health disorders.
OBJECTIVE: This review evaluates the current state of EMR-based case identification for depression and provides guidance on using current algorithms and constructing new ones.
METHODS: A scoping review of EMR-based algorithms for phenotyping depression was completed. This research encompassed studies published from January 2000 to May 2023. The search involved 3 databases: Embase, MEDLINE, and APA PsycInfo. This was carried out using selected keywords that fell into 3 categories: terms connected with EMRs, terms connected to case identification, and terms pertaining to depression. This study adhered to the PRISMA-ScR (Preferred Reporting Items for Systematic Reviews and Meta-Analyses extension for Scoping Reviews) guidelines.
RESULTS: A total of 20 papers were assessed and summarized in the review. Most of these studies were undertaken in the United States, accounting for 75% (15/20). The United Kingdom and Spain followed this, accounting for 15% (3/20) and 10% (2/20) of the studies, respectively. Both data-driven and clinical rule-based methodologies were identified. The development of EMR-based phenotypes and algorithms indicates the data accessibility permitted by each health system, which led to varying performance levels among different algorithms.
CONCLUSIONS: Better use of structured and unstructured EMR components through techniques such as machine learning and natural language processing has the potential to improve depression phenotyping. However, more validation must be carried out to have confidence in depression case identification algorithms in general.",other,"['language processing', 'natural language processing', 'language processing', 'natural language processing']"
39374059,Predicting the Transition From Depression to Suicidal Ideation Using Facebook Data Among Indian-Bangladeshi Individuals: Protocol for a Cohort Study,"Turjo MD, Mundada KS, Haque NJ, Ahmed N.",JMIR Res Protoc. 2024 Oct 7;13:e55511. doi: 10.2196/55511.,Turjo MD,JMIR Res Protoc,2024,2024/10/07,PMC11494260,,10.2196/55511,"BACKGROUND: Suicide stands as a global public health concern with a pronounced impact, especially in low- and middle-income countries, where it remains largely unnoticed as a significant health concern, leading to delays in diagnosis and intervention. South Asia, in particular, has seen limited development in this area of research, and applying existing models from other regions is challenging due to cost constraints and the region's distinct linguistics and behavior. Social media analysis, notably on platforms such as Facebook (Meta Platforms Inc), offers the potential for detecting major depressive disorder and aiding individuals at risk of suicidal ideation.
OBJECTIVE: This study primarily focuses on India and Bangladesh, both South Asian countries. It aims to construct a predictive model for suicidal ideation by incorporating unique, unexplored features along with masked content from both public and private Facebook profiles. Moreover, the research aims to fill the existing research gap by addressing the distinct challenges posed by South Asia's unique behavioral patterns, socioeconomic conditions, and linguistic nuances. Ultimately, this research strives to enhance suicide prevention efforts in the region by offering a cost-effective solution.
METHODS: This quantitative research study will gather data through a web-based platform. Initially, participants will be asked a few demographic questions and to complete the 9-item Patient Health Questionnaire assessment. Eligible participants who provide consent will receive an email requesting them to upload a ZIP file of their Facebook data. The study will begin by determining whether Facebook is the primary application for the participants based on their active hours and Facebook use duration. Subsequently, the predictive model will incorporate a wide range of previously unexplored variables, including anonymous postings, and textual analysis features, such as captions, biographic information, group membership, preferred pages, interactions with advertisement content, and search history. The model will also analyze the use of emojis and the types of games participants engage with on Facebook.
RESULTS: The study obtained approval from the scientific review committee on October 2, 2023, and subsequently received institutional review committee ethical clearance on December 8, 2023. Our system is anticipated to automatically detect posts related to depression by analyzing the text and use pattern of the individual with the best accuracy possible. Ultimately, our research aims to have practical utility in identifying individuals who may be at risk of depression or in need of mental health support.
CONCLUSIONS: This initiative aims to enhance engagement in suicidal ideation medical care in South Asia to improve health outcomes. It is set to be the first study to consider predicting participants' primary social application use before analyzing their content to forecast behavior and mental states. The study holds the potential to revolutionize strategies and offer insights for scalable, accessible interventions while maintaining quality through comprehensive Facebook feature analysis.
INTERNATIONAL REGISTERED REPORT IDENTIFIER (IRRID): DERR1-10.2196/55511.",other,['dl']
38823670,In-hospital outcomes and postdischarge mortality in patients with acute coronary syndrome and atrial fibrillation,"Saleh M, Coleman K, Fishbein J, Gandomi A, Yang B, Kossack A, Varrias D, Jauhar R, Lasic Z, Kim M, Mihelis E, Ismail H, Sugeng L, Singh V, Epstein LM, Kuvin J, Mountantonakis SE.",Heart Rhythm. 2024 Sep;21(9):1658-1668. doi: 10.1016/j.hrthm.2024.05.045. Epub 2024 May 30.,Saleh M,Heart Rhythm,2024,2024/06/01,,,10.1016/j.hrthm.2024.05.045,"BACKGROUND: It is unclear whether advances in management of acute coronary syndrome (ACS) and introduction of novel oral anticoagulants have changed outcomes in patients with ACS with concomitant atrial fibrillation (AF).
OBJECTIVE: This study aimed to examine the incidence of AF in patients admitted for ACS and to evaluate its association with adverse outcomes, given the recent advances in management of both diseases.
METHODS: Natural language processing search algorithms identified AF in patients admitted with ACS across 13 Northwell Health Hospitals from 2015 to 2021. Hierarchical generalized linear mixed modeling was used to assess the association between AF and in-hospital mortality, bleeding, and stroke outcomes; marginal Cox regression modeling was used to assess the association between AF and postdischarge mortality.
RESULTS: Of 12,315 patients admitted for ACS, 3018 (24.5%) had AF with 1609 (53.3%) newly diagnosed. AF patients more commonly received anticoagulation with an oral anticoagulant (80.4% vs 12.3%) or heparin (61.9% vs 56.9%), had lengthier intensive care unit stay (72 vs 49 hours), and underwent fewer percutaneous coronary interventions (31.9% vs 53.1%). In-hospital bleeding, stroke, and mortality were higher in the AF group (15.3% vs 5.0%, 7.4% vs 2.4%, and 6.9% vs 2.1%, respectively). AF was an independent risk factor for all in-hospital outcomes (odds ratios of 2.5, 2.7, and 2.0 for bleeding, stroke, and mortality, respectively) as well as for postdischarge mortality (hazard ratio, 1.3; 95% CI, 1.2-1.5).
CONCLUSION: AF is present in 25% of ACS patients and increases risk of in-hospital and postdischarge adverse outcomes. Additional data are required to direct optimal management.",other,"['language processing', 'language processing']"
37531365,Blending citizen science with natural language processing and machine learning: Understanding the experience of living with multiple sclerosis,"Haag C, Steinemann N, Chiavi D, Kamm CP, Sieber C, Manjaly ZM, HorvÃ¡th G, Ajdacic-Gross V, Puhan MA, von Wyl V.",PLOS Digit Health. 2023 Aug 2;2(8):e0000305. doi: 10.1371/journal.pdig.0000305. eCollection 2023 Aug.,Haag C,PLOS Digit Health,2023,2023/08/02,PMC10395829,,10.1371/journal.pdig.0000305,"The emergence of new digital technologies has enabled a new way of doing research, including active collaboration with the public ('citizen science'). Innovation in machine learning (ML) and natural language processing (NLP) has made automatic analysis of large-scale text data accessible to study individual perspectives in a convenient and efficient fashion. Here we blend citizen science with innovation in NLP and ML to examine (1) which categories of life events persons with multiple sclerosis (MS) perceived as central for their MS; and (2) associated emotions. We subsequently relate our results to standardized individual-level measures. Participants (n = 1039) took part in the 'My Life with MS' study of the Swiss MS Registry which involved telling their story through self-selected life events using text descriptions and a semi-structured questionnaire. We performed topic modeling ('latent Dirichlet allocation') to identify high-level topics underlying the text descriptions. Using a pre-trained language model, we performed a fine-grained emotion analysis of the text descriptions. A topic modeling analysis of totally 4293 descriptions revealed eight underlying topics. Five topics are common in clinical research: 'diagnosis', 'medication/treatment', 'relapse/child', 'rehabilitation/wheelchair', and 'injection/symptoms'. However, three topics, 'work', 'birth/health', and 'partnership/MS' represent domains that are of great relevance for participants but are generally understudied in MS research. While emotions were predominantly negative (sadness, anxiety), emotions linked to the topics 'birth/health' and 'partnership/MS' was also positive (joy). Designed in close collaboration with persons with MS, the 'My Life with MS' project explores the experience of living with the chronic disease of MS using NLP and ML. Our study thus contributes to the body of research demonstrating the potential of integrating citizen science with ML-driven NLP methods to explore the experience of living with a chronic condition.",other,"['language processing', 'natural language processing', 'language processing', 'natural language processing']"
36554680,Sentiment Analysis in Understanding the Potential of Online News in the Public Health Crisis Response,"Marques T, CezÃ¡rio S, Lacerda J, Pinto R, Silva L, Santana O, Ribeiro AG, Cruz AS, Miranda AE, Cadaxa A, NÃºÃ±ez LS, GonÃ§alo Oliveira H, Atun R, Valentim R.",Int J Environ Res Public Health. 2022 Dec 14;19(24):16801. doi: 10.3390/ijerph192416801.,Marques T,Int J Environ Res Public Health,2022,2022/12/23,PMC9779517,,10.3390/ijerph192416801,"This study analyzes online news disseminated throughout the pre-, during-, and post-intervention periods of the ""Syphilis No!"" Project, which was developed in Brazil between November 2018 and March 2019. We investigated the influence of sentiment aspects of news to explore their possible relationships with syphilis testing data in response to the syphilis epidemic in Brazil. A dictionary-based technique (VADER) was chosen to perform sentiment analysis considering the Brazilian Portuguese language. Finally, the data collected were used in statistical tests to obtain other indicators, such as correlation and distribution analysis. Of the 627 news items, 198 (31.58%) were classified as a sentiment of security (TP2; stands for the news type 2), whereas 429 (68.42%) were classified as sentiments that instilled vulnerability (TP3; stands for the news type 3). The correlation between the number of syphilis tests and the number of news types TP2 and TP3 was verified from (i) 2015 to 2017 and (ii) 2018 to 2019. For the TP2 type news, in all periods, the p-values were greater than 0.05, thus generating inconclusive results. From 2015 to 2017, there was an Ï = 0.33 correlation between TP3 news and testing data (p-value = 0.04); the years 2018 and 2019 presented a Ï = 0.67 correlation between TP3 news and the number of syphilis tests performed per month, with p-value = 0.0003. In addition, Granger's test was performed between TP3 news and syphilis testing, which resulted in a p-value = 0.002, thus indicating the existence of Granger causality between these time series. By applying natural language processing to sentiment and informational content analysis of public health campaigns, it was found that the most substantial increase in testing was strongly related to attitude-inducing content (TP3).",other,"['language processing', 'natural language processing', 'language processing', 'natural language processing']"
36509356,Identifying women with postdelivery posttraumatic stress disorder using natural language processing of personal childbirth narratives,"Bartal A, Jagodnik KM, Chan SJ, Babu MS, Dekel S.",Am J Obstet Gynecol MFM. 2023 Mar;5(3):100834. doi: 10.1016/j.ajogmf.2022.100834. Epub 2022 Dec 9.,Bartal A,Am J Obstet Gynecol MFM,2023,2022/12/12,PMC9995215,NIHMS1856600,10.1016/j.ajogmf.2022.100834,"BACKGROUND: Maternal mental disorders are considered a leading complication of childbirth and a common contributor to maternal death. In addition to undermining maternal welfare, untreated postpartum psychopathology can result in child emotional and physical neglect and associated significant pediatric health costs. Some women may experience traumatic childbirth and develop posttraumatic stress disorder symptoms after delivery (childbirth-related posttraumatic stress disorder). Although women are routinely screened for postpartum depression in the United States, there is no recommended protocol to inform the identification of women who are likely to experience childbirth-related posttraumatic stress disorder. Advancements in computational methods of free text have shown promise in informing the diagnosis of psychiatric conditions. Although the language in narratives of stressful events has been associated with posttrauma outcomes, whether the narratives of childbirth processed via machine learning can be useful for childbirth-related posttraumatic stress disorder screening is unknown.
OBJECTIVE: This study aimed to examine the use of written narrative accounts of personal childbirth experiences for the identification of women with childbirth-related posttraumatic stress disorder. To this end, we developed a model based on natural language processing and machine learning algorithms to identify childbirth-related posttraumatic stress disorder via the classification of birth narratives.
STUDY DESIGN: Overall, 1127 eligible postpartum women who enrolled in a study survey during the COVID-19 pandemic provided short written childbirth narrative accounts in which they were instructed to focus on the most distressing aspects of their childbirth experience. They also completed a posttraumatic stress disorder symptom screen to determine childbirth-related posttraumatic stress disorder. After the exclusion criteria were applied, data from 995 participants were analyzed. A machine learning-based Sentence-Transformers natural language processing model was used to represent narratives as vectors that served as inputs for a neural network machine learning model developed in this study to identify participants with childbirth-related posttraumatic stress disorder.
RESULTS: The machine learning model derived from natural language processing of childbirth narratives achieved good performance (area under the curve, 0.75; F1 score, 0.76; sensitivity, 0.8; specificity, 0.70). Moreover, women with childbirth-related posttraumatic stress disorder generated longer narratives (t test results: t=2.30; p=.02) and used more negative emotional expressions (Wilcoxon test: sadness: p=8.90e-04; W=31,017; anger: p=1.32e-02; W=35,005.50) and death-related words (Wilcoxon test: p=3.48e-05; W=34,538) in describing their childbirth experience than those with no childbirth-related posttraumatic stress disorder.
CONCLUSION: This study provided proof of concept that personal childbirth narrative accounts generated in the early postpartum period and analyzed via advanced computational methods can detect with relatively high accuracy women who are likely to endorse childbirth-related posttraumatic stress disorder and those at low risk. This suggests that birth narratives could be promising for informing low-cost, noninvasive tools for maternal mental health screening, and more research that used machine learning to predict early signs of maternal psychiatric morbidity is warranted.",other,"['language processing', 'natural language processing', 'language processing', 'neural network', 'natural language processing']"
